!Clamp R On && ! Active eCall On && !RST	!Clamp R включен && ! Active eCall включен && !RST
% Tastverhaeltnis	% Скважность
% Tastverhältnis	% Скважность
P1718 Getriebeöltemperaturfühler 1 - unerlaubter Temperaturanstieg	P1718 Датчик температуры масла КПП 1 - недопустимый рост температуры
P1719 CAN Stand Fehler	P1719 Ошибка состояния CAN
P171A Getriebesteuergerät - interner Watchdog allgemeiner Fehler	P171A Блок управления КПП - внутренний сторожевой таймер общая ошибка
P171B Getriebesteuergerät - interner Watchdog Laufzeitfehler	P171B Блок управления КПП - внутренний сторожевой таймер ошибка времени выполнения
P171C Getriebesteuergerät - interner Watchdog Initialisierungsfehler	P171C Блок управления КПП - внутренний сторожевой таймер ошибка инициализации
P171D Getriebesteuergerät - interner Watchdog elektrischer Fehler	P171D Блок управления КПП - внутренний сторожевой таймер электрическая ошибка
P171E Getriebesteuergerät - interner Watchdog Plausibilitätsfehler	P171E Блок управления КПП - внутренний сторожевой таймер ошибка правдоподобия
P171F Getriebesteuergerät - interner Bauteilfehler CG122	P171F Блок управления КПП - внутренняя ошибка компонента CG122
P1720 CAN-Timeout Steuergerät	P1720 Тайм-аут CAN блока управления
P1721 CAN-Timeout ASC/DSC (Automatic Stability Control/Dynamic Stability Control)	P1721 Тайм-аут CAN ASC/DSC (Automatic Stability Control/Dynamic Stability Control)
P1722 Getriebesteuergerät - interner leichter QADC Fehler	P1722 Блок управления КПП - внутренняя лёгкая ошибка QADC
P1723 Getriebesteuergerät - interner schwerer QADC Fehler	P1723 Блок управления КПП - внутренняя тяжёлая ошибка QADC
P1724 Getriebesteuergerät - interner TPU AliveCounter Fehler	P1724 Блок управления КПП - внутренняя ошибка счётчика активности TPU
P1725 Getriebesteuergerät - interner TPU RAM Fehler	P1725 Блок управления КПП - внутренняя ошибка ОЗУ TPU
P1727 CAN Motordrehzahl	P1727 CAN частота вращения двигателя
P1728 Motorüberdrehzahl	P1728 Превышение оборотов двигателя
P1729 Motor - hohe Drehungleichförmigkeit	P1729 Двигатель - высокая неравномерность вращения
P172A Getriebesteuergerät - interner Fehler Ebene 2, Störzähler 1 größer Schwelle	P172A Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей 1 больше порога
P172B Getriebesteuergerät - interner Fehler Ebene 2, Störzähler 2 größer Schwelle	P172B Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей 2 больше порога
P172C Getriebesteuergerät - interner Fehler Ebene 2, Störzähler 3 größer Schwelle	P172C Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей 3 больше порога
P172D Getriebesteuergerät - interner Fehler Ebene 2, Störzähler 4 größer Schwelle	P172D Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей 4 больше порога
P172E Getriebesteuergerät - interner Fehler Ebene 2, Störzähler größer Schwelle allgemeiner Fehler	P172E Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей больше порога общая ошибка
P172F Getriebesteuergerät - interner Fehler Ebene 2, Störzähler 1 kleiner Schwelle	P172F Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей 1 меньше порога
P1730 Elektrischer Drucksteller - unerlaubte Ansteuerung	P1730 Электрический регулятор давления - недопустимое управление
P1731 Falsches Übersetzungsverhältnis - 1. Gang manuell	P1731 Неверное передаточное число - 1-я передача ручной режим
P1732 Gangüberwachung 4 bei elektrischem Ersatzprogramm	P1732 Контроль передачи 4 при электрической аварийной программе
P1733 Getriebesteuergerät - interner Fehler Ebene 2, Störzähler 2 kleiner Schwelle	P1733 Блок управления КПП - внутренняя ошибка уровня 2, счётчик неисправностей 2 меньше порога
P1734 Elektrischer Drucksteller 2 - elektrischer Fehler	P1734 Электрический регулятор давления 2 - электрическая ошибка
